Name, Type, Id, Lon, Lat
Пештерна Црква "Св. Богородица" - Калишта, null, 2437862240, 41.1447305, 20.650194
Св. Архангел Михаил, null, 2074391613, 41.7639049, 20.8373423
Sv. Bogorodica, null, 7195572127, 41.9139555, 22.0132448
Св. Недела, null, 7504378142, 41.1977353, 21.6701079
Бигорски Манастир, null, 6448580245, 41.6207798, 20.6094915
Св. Георгиј, null, 5567277668, 41.1772891, 20.6742226
Dzamija, null, 4502469594, 41.9486426, 20.9285306
Старо Село, null, 7924913575, 40.961945, 21.3529929
Dzamija, null, 4502469593, 41.9446785, 20.9249127
Св. Параскева, null, 8358635003, 41.1384943, 21.7834457
Св. Спас, null, 8354840796, 41.1475541, 21.8235631
Св. Илија, null, 1804911443, 40.9131639, 21.179747
Св. Никола, null, 8357408842, 41.3274274, 21.7852008
Св. Атанасиј, null, 8354953333, 41.4216965, 21.7466622
Св. Јован Крстител, null, 10137637383, 41.7104259, 21.7627549
Св. Георгиј, null, 10313229000, 41.5311155, 20.9900667
Марков Манастир, null, 1879222983, 41.8935685, 21.4019815
Пресвето Срце Исусово, null, 9827090483, 41.0287839, 21.3360815
Св. Илија, null, 8357408894, 41.3228773, 21.7801235
Св. Георгиј, null, 7925028156, 40.9279095, 21.3400082
Crkva Sv.Tripun, null, 1475334320, 42.0608563, 21.3158452
Музеј на Македонија, null, 4346059294, 42.003194, 21.4363088
Рождение на Пресвета Богородица, null, 8357203529, 41.2328592, 21.5505658
Арабати баба-теќе, null, 4435580658, 42.0039593, 20.9570146
Св. Кузман и Дамјан, null, 5414407434, 41.3703657, 21.6531133
Xhamia e Re, null, 1871305390, 42.1266949, 21.7090092
Св.Илија, null, 4422066804, 41.735801, 22.1955583
Музеј на Битола, null, 10647549733, 41.0234533, 21.3359067
Orthodox church, null, 8842731717, 41.9005865, 21.6105665
Sveta Petka, null, 3499469386, 41.7959966, 20.9179313
Џамија Мустафа Челеби, null, 9440442659, 41.1782535, 20.6810013
Husein Shah, null, 2324417194, 42.0018102, 21.3310723
Св. Јован Крстител, null, 10186544448, 41.703538, 21.7911963
Св. Петка, null, 2023133071, 41.9997804, 21.8606921
Gurgurnica Mosque, null, 10951493047, 41.8435051, 21.1052173
Успение на Пресвета Богородица, null, 3447250641, 41.5358668, 21.3650184
Спомен-куќа на Татарчеви, null, 11291307339, 41.0884486, 21.0137165
Sveto Prepolovenie Rusa Sreda, null, 4743423825, 41.9168502, 21.4954059
Св. Талалеј, null, 2016287616, 41.3842763, 22.2918792
Св. Петка, null, 10186544420, 41.7008351, 21.791359
Св. Никола, null, 10186544436, 41.7001079, 21.7910066
Манастир Св. Богородица, null, 1932828083, 42.125697, 21.4277654
Св. Петка, null, 8561951595, 41.9810723, 21.4689785
Xhamia në dalje të Çegranit, null, 2918282895, 41.845571, 20.9785624
Church, null, 6830542487, 41.3236049, 20.7929425
Црква „Преображение“, null, 11228929619, 41.9148299, 22.4254414
Успение на Пресвета Богородица, null, 10674403113, 41.1968715, 22.534105
Св. Илија, null, 3447148641, 41.5626389, 21.4065907
Манастир Св.Илија Петти Кладенци, null, 9357425538, 42.056071, 21.9893252
Св. Димитриј Солунски, null, 8174251202, 40.9328698, 21.1191269
Св. Недела, null, 3447148651, 41.5684221, 21.4085531
cami, null, 6499470885, 41.5263923, 20.5259249
Зејнел Абидин-пашина џамија, null, 3011066257, 41.116488, 20.800119
Св. Спас, null, 2766929105, 41.7069248, 21.789099
Манастир Св. Никола, null, 3650611402, 41.7004213, 21.0333308
Св. Илија, null, 2162624307, 41.3416812, 21.3996227
Света Богородица, null, 2289102267, 40.910244, 20.7452763
Св. Никола, null, 9688797495, 41.4512275, 21.3222944
Црква „Св. Григориј Палама и Димитриј“, null, 2554221731, 41.4369344, 22.6440058
Саат Џамија;Bey Mahala, null, 2026118728, 41.7951304, 20.9109599
Манастир Св. 40 Маченици, null, 1475324917, 42.0609829, 21.3489729
Sveti Nikola, null, 10951320762, 41.8848347, 21.278329
св. Софија аеродром, null, 4805712361, 41.9809066, 21.4735645
Бигорски Манастир, null, 2365476703, 41.6216704, 20.6089946
Св. Софија, null, 2051146441, 41.1122375, 20.7939374
Музеј на Илинденското востание и Крушевската Република, null, 2330742586, 41.3691154, 21.2452388
Св. Никола, null, 9612776187, 41.3935703, 21.3736408
Св. Атанасиј Велики, null, 3334815392, 41.3664227, 21.3164435
Остречка Џамија, null, 2289562983, 40.9295187, 21.2994692
Стара Џамија, null, 9688797424, 41.4438692, 21.3160359
Св. Димитриј Солунски, null, 8346372434, 41.2827053, 21.79875
Музеј на Град Скопје, null, 1866027751, 41.9912181, 21.4288883
Нова Џамија, null, 9688797407, 41.4415036, 21.3150809
Мариовски Манастир, null, 8357322066, 41.1641326, 21.7260077
Св. Никола, null, 8358869000, 41.3931514, 21.563954
Dzamija Gorno Maalo, null, 2718750451, 41.6760709, 20.5838882
Св. Петка, null, 10245249302, 40.9051605, 21.1681105
Св. Недела, null, 7559613866, 41.4841843, 20.9233197
Пресвета Богородица, null, 9632237347, 41.4172438, 21.5332994
Манастир Св. Архангели, null, 2008402817, 42.1322923, 21.4137098
Св. Троица, null, 6610723419, 41.764959, 22.1992659
Св. Кирил и Методиј,, null, 6610723418, 41.7584182, 22.2049297
Света Троица, null, 3734267348, 42.029614, 21.3784496
Нова Џамија, null, 9686735406, 41.4216058, 21.2815516
Св. Архангел Михаил, null, 8438933714, 42.1583605, 21.1553135
Св. Петка, null, 8358854889, 41.1832341, 21.8252456
Св. Атанасиј, null, 9686591105, 41.4619223, 21.3755373
Св. Георгиј, null, 4141327517, 41.4018546, 21.4307261
Св. Атанасиј, null, 8358854868, 41.180544, 21.8260725
Меморијален центар на холокаустот на Евреите од Македонија, null, 1831180534, 41.9984101, 21.4331205
Св. Спас, null, 8438933701, 42.1568393, 21.1567104
Св. Илија, null, 8438933705, 42.1624234, 21.1576515
Св. Георгиј, null, 4401244394, 41.3406569, 21.6898689
Св. Архангел Михаил, null, 9686591113, 41.453517, 21.3690806
Манастир Св. Андреј, null, 1831180502, 41.9505936, 21.2991931
Св. Константин и Елена, null, 3644424027, 42.1326747, 21.1224542
Св. Пантелејмон, null, 4151276526, 41.1364492, 21.8069048
Св. Ѓорѓи, null, 6775798435, 41.5363785, 20.6936768
Св. Георгиј, null, 7528220566, 41.3288467, 21.2353038
Пресвета Богородица, null, 8617425686, 41.4656453, 21.398952
Св. Спас, null, 8438933697, 42.1577882, 21.1616835
Црква "Свети Ѓорѓија", null, 2723309844, 41.7920402, 20.8779475
Дуњски Манастир I, null, 7508603211, 41.2471705, 21.6683015
Св. Спас, null, 4176386406, 41.7348212, 22.1847779
Црква св. Jован, null, 6690599185, 42.2903563, 22.0423694
Свети Атанас, null, 8850712742, 41.0264228, 21.2413843
Манастир Св. Петка, null, 1992453275, 41.7896247, 22.3272927
Свети Климент, null, 8828210801, 41.1126207, 20.7968158
Св. Атанасиј Велики, null, 9686833873, 41.4319606, 21.4924065
Св. Никола, null, 9686833894, 41.5181424, 21.3495658
Св. Кирил и Методиј, null, 10112294685, 41.1390586, 22.504418
Црква „Св. Апостоли Петар и Павле“, null, 2887575436, 41.9644772, 21.4936632
Св. Димитриј Солунски, null, 8358760819, 41.2708276, 21.7635642
Dzamija, null, 4502468090, 41.9670617, 20.9340638
Хаџимуратова џамија, null, 10316954617, 41.0928688, 21.0112492
Св. Василиј Велики, null, 8197273261, 41.3464545, 21.2741432
Св. Никола, null, 5594845125, 41.0460429, 21.0064644
Хаџирамаданова џамија, null, 10316954623, 41.0900478, 21.0114654
St Nicholas Church, null, 6631161986, 41.2395882, 20.5896518
Манастир Св. Недела, null, 5833960776, 41.2178305, 20.6941689
Успение на Пресвета Богородица, null, 2329442797, 41.3697596, 21.2462787
Црква "Св. Богородица", null, 2739346078, 41.7045076, 20.8443823
Рождество на Пресвета Богородица, null, 4092330734, 41.3053504, 21.4576043
Црква "Св. Никола", null, 2739346070, 41.7218639, 20.8446443
Св. Георгиј, null, 8298353431, 41.2418279, 21.4841044
Св. Спас, null, 7950390467, 41.2101316, 20.5873191
Св. Петка, null, 2267161082, 41.3650976, 21.2415612
Црква „Свети Спас“, null, 5469827562, 41.1817025, 20.7932588
Мурат-пашина џамија, null, 4405830438, 42.0008854, 21.4374271
Св. Никола Чудотворец, null, 5918027599, 41.1130472, 20.7957989
Св. Никола, null, 4702030290, 42.0126379, 20.9626181
Manastir Sveta Bogorodica, null, 2026807108, 41.8289199, 21.6864385
Св. Атанасиј, null, 8294593826, 41.4428518, 21.7304371
Џамија во Радиовце, null, 3037035561, 41.9076687, 20.9650556
Св. Петар, null, 8420394199, 40.9307272, 21.7860107
Св. Јован Крстител, null, 3696697853, 41.9677292, 22.8075895
Св. Наум Охридски, null, 10214913302, 41.028439, 21.3388996
Св. Архангел Михаил, null, 8360908810, 41.2047388, 21.4574161
Манастир Раѓање на Пресвета Богородица, null, 1969493580, 41.6265106, 21.1940593
Црква "Пресвета Богородица", null, 2532461700, 41.7932548, 20.9108785
Северен Пештански Манастир, null, 8354375151, 41.2869809, 21.6709565
џа́мија, null, 4247660589, 41.8670645, 20.8920472
Црква Св. Кузман и Дамјан - Триангла, null, 2365729836, 41.9988564, 21.4923594
Св. Богородица, null, 8894398637, 42.2088736, 22.3623289
Дренски Манастир, null, 8357408906, 41.3227806, 21.7798688
Hayati Baba Teqe, null, 2026906941, 41.513223, 20.9609726
Кокренски Манастир, null, 8360908729, 41.2923395, 21.6346572
Св. Благовештение, null, 4740296779, 41.3433247, 21.557818
Sveti Erazmo Monatery, null, 5739839337, 41.142265, 20.7613478
Sveta Ekaterina Church, null, 5739839340, 41.1442385, 20.761321
Св. Георгиј, null, 8631802560, 41.252058, 20.6355416
Ѓуришки Манастир, null, 1910070088, 41.9032815, 21.8375135
Католичка црква, null, 2670727638, 41.4350382, 22.6401158
Mémorial de Bitola, null, 9656080539, 41.0410392, 21.3585444
Св. Атанасиј Велики, null, 9656080545, 41.1574303, 21.3564731
Св. Димитриј, null, 4176386389, 41.734396, 22.1810904
Музеј на Дојран, null, 1853704787, 41.1871817, 22.7221034
Св. Петка, null, 7575512083, 41.5512138, 21.4402185
Св. Богородица, null, 4176386393, 41.7361386, 22.1818877
Sv. Spas-Kuckovo, null, 1734405545, 42.0592027, 21.3083108
Sv.Atanasij, null, 373445223, 41.9776359, 21.0098228
Пресв. Богородица, null, 2198359664, 41.3354538, 21.3291938
Св. Теодор Тирон, null, 2198359660, 41.3358897, 21.335902
Св. Никола, null, 4401261525, 41.3356073, 21.7045514
џа́мија, null, 4247632191, 41.8581015, 20.8897368
Св. Петка, null, 7659308954, 41.3482047, 21.5382982
City Museum, null, 2578029313, 42.2020133, 22.3348959
Ss. Cyril and Methodius – Црква Св.Кирил и Методиј, null, 4551996521, 41.7031608, 20.7595909
Евангелска црква Струга, null, 10203858685, 41.1757351, 20.6757298
Успение на Пресвета Богородица, null, 6285658710, 41.711557, 21.7886293
Џамија Никиштане, null, 1734566388, 42.0660807, 21.3357012
Св. Архангел Миахил, null, 5863673148, 41.2919637, 21.625248
Haci Balaban 1440, null, 6814236608, 42.0049027, 21.4368729
Saint Joachim Osogovski, null, 9241913498, 42.2089207, 22.3621503
Свети Атанасиј, null, 2289228639, 40.911393, 20.7492303
Mosque, null, 6814236614, 42.0038278, 21.4375316
Св. Николај, null, 2198387142, 41.3336525, 21.3312995
Св. Богородица, null, 1964069865, 41.7882229, 21.9410619
Крушевички Манастир, null, 7504362964, 41.1979307, 21.6701298
Св. Троица, null, 10093097406, 41.3666825, 21.7401344
Св. Ѓорѓи, null, 10316933105, 41.0897686, 21.008709
Света Великомаченичка Недела, null, 6505444271, 41.0623366, 20.8017484
Спомен Костурница, null, 1634988564, 41.7232436, 21.7892333
Пресвета Богородица, null, 3759522659, 41.5137243, 21.2140244
Св. Никола, null, 3414893055, 41.5026578, 21.4649483
Св. Петка, null, 8301125878, 41.1586164, 21.6863151
Спомен куќа на Мајка Тереза, null, 1866191465, 41.9939282, 21.4307694
Свети Тројца Архиереи, null, 5405804948, 41.0881175, 20.8227937
Св. Илија, null, 8174320539, 41.0111869, 21.0809995
Св. Петар и Павле, null, 7508571776, 41.2474392, 21.6693924
Стар Лешочки Манастир, null, 9080921332, 42.0705303, 21.0272818
Св. Атанасиј, null, 9080921328, 42.0702408, 21.0272044
Св. Никола, null, 7673128783, 41.2446025, 21.1964055
Свети Пантелејмон, null, 6274218923, 41.715156, 21.7874159
Св. Атанасиј, null, 373488475, 42.0192462, 20.9598834
Еврејска заедница во Република Македонија, null, 3613029523, 41.9977235, 21.4197481
Манастир Свети Ѓорѓи - Кнежино, null, 7647531392, 41.5163053, 20.9213457
Безистен Штип, null, 4407095173, 41.7375614, 22.1924737
Локовски Манастир, null, 8414792672, 41.3884726, 20.6571438
Св. Ѓорѓи, null, 5931017315, 41.5578401, 22.2870123
Манастир Добра Вода, null, 1947624343, 41.9381449, 22.4591283
Museum Strumica, null, 9241877277, 41.4354106, 22.6364291
Museum of illusions, null, 6987611917, 41.9962134, 21.4291373
Св. Илија, null, 8003903133, 41.2928281, 20.9804208
Св. Петка, null, 8913095085, 41.0171332, 21.2839588
Св. Атанасиј Велики, null, 10834112603, 41.4708932, 20.8897693
Св. Никола, null, 4422047250, 41.1100998, 21.0214473
Света Троица, null, 10751842709, 41.0254845, 21.3414347
Света Троица, null, 3331560242, 41.3944616, 21.3264901
Св. Пантелејмон, null, 6273808526, 41.7066918, 21.7817735
Св. Никола, null, 5551410942, 41.175254, 20.6775515
Музеј на град Берово, null, 478699817, 41.7077548, 22.8566138
Свети Илија, null, 2289305207, 40.8783463, 21.3579069
Св. Атанасиј, null, 8177389942, 41.0168305, 21.5372206
Св. Спас, null, 11177495437, 42.0125107, 22.5987112
Св. Спас, null, 8354227610, 41.2301032, 21.4302037
Св. Никола, null, 5009016245, 41.284169, 21.3384909
Св. Спас, null, 9633301380, 41.4274048, 21.4537751
Св. Јован Крстител, null, 9609304486, 41.4140073, 21.412123
Св. Богородица Каменска, null, 5918041657, 41.1163477, 20.7991757
Св.Петка, null, 568027812, 41.1814338, 20.6777233
Св. Никола, null, 9689688847, 41.449463, 21.5602428
Св. Архангел Михаил, null, 7501006568, 41.5468492, 21.2500015
Музеј, null, 10655733688, 41.3429261, 21.5591038
Ајдар-пашина џамија, null, 5887870592, 41.1178805, 20.7921004
Св. Георгиј, null, 1868731998, 42.0121418, 21.4241995
Св. Атанасиј, null, 2820315225, 41.3804097, 21.4116411
Леарница, null, 8330162406, 41.3722171, 21.246667
Спомен-дом Блаже Конески, null, 9689688823, 41.4493541, 21.5583418
Музеј Штип, null, 4425404340, 41.736621, 22.1894327
Св. Никола, null, 8354264604, 41.4013471, 21.7413142
Св. Кирил и Методиј, null, 8355488086, 41.3466633, 21.5491294
Бешишки Манастир, null, 8418563739, 41.1171533, 21.8048629
Св. Спас, null, 2081247938, 41.261401, 21.4867188
Св. Јован, null, 7817839812, 41.2263101, 21.1516908
Св. Тодор, null, 7893026012, 41.2213216, 21.3292307
Стара џамија во Теново, null, 3039789758, 41.8950423, 20.9842482
Успение на Пресвета Богородица, null, 10042259740, 41.0451354, 21.4386362
Св. Јоаким Осоговски, null, 1921568141, 42.208686, 22.3621875
Св. Атанасиј Велики, null, 7575698670, 41.4732835, 21.5445277
Св. Јован, null, 8358684382, 41.2276483, 21.5950165
Св. Јован Богослов, null, 8358684386, 41.2264999, 21.597495
Манастир Св. Јоаким Осоговски, null, 1921568104, 42.2091103, 22.3613619
Алипашина џамија, null, 3100114436, 41.1156133, 20.8005311
Св. Петка, null, 3696762223, 42.0238942, 22.7229364
Xhamia e Gjurgjevishtit, null, 9929491316, 41.8946065, 20.8622113
Полчишки Манастир, null, 4151276489, 41.1367304, 21.8046449
Манастир Св. Никола, null, 1932883269, 42.1100617, 21.4694062
Манастир Св. Архангел Михаил, null, 2222549059, 40.9700239, 21.6423476
Нова Џамија, null, 4702026861, 42.0002524, 20.958127
Природонаучен Музеј, null, 172348137, 42.005709, 21.4174425
Магаза, null, 456998883, 41.0299956, 21.3350427
Св. Петка, null, 1879405582, 42.1702918, 21.8109533
Sveti Spas, null, 6020682284, 42.0854161, 21.4890684
Стара Џа
