3650611402;Манастир Св. Никола; Манастир;41.7004213;21.0333308
445811700;Хераклеа Линкестис; Археолошки локалитет;41.011223;21.3434247
1475324917;Манастир Св. 40 Маченици; Манастир;42.0609829;21.3489729
2365476703;Бигорски Манастир; Манастир;41.6216704;20.6089946
2330742586;Музеј на Илинденското востание и Крушевската Република; Музеј;41.3691154;21.2452388
1866027751;Музеј на Град Скопје; Музеј;41.9912181;21.4288883
8357322066;Мариовски Манастир; Археолошки локалитет;41.1641326;21.7260077
8357322066;Мариовски Манастир; Археолошки локалитет;41.1641326;21.7260077
2008402817;Манастир Св. Архангели; Манастир;42.1322923;21.4137098
6610723419;Св. Троица; Манастир;41.764959;22.1992659
6610723418; Манастир;Св. Кирил и Методиј;41.7584182;22.2049297
8389953648;Кула; Археолошки локалитет;41.5070976;21.2735444
9686591110;Ропотовски Манастир; Манастир;41.461482;21.3755838
1831180534;Меморијален центар на холокаустот на Евреите од Македонија; Музеј;41.9984101;21.4331205
1831180502;Манастир Св. Андреј; Манастир;41.9505936;21.2991931
7508603211;Дуњски Манастир I; Манастир;41.2471705;21.6683015
1992453275;Манастир Св. Петка; Манастир;41.7896247;22.3272927
7487450654;Бучински Манастир; Манастир;41.2739482;21.2918309
5026420971;Билазора; Археолошки локалитет;41.8472031;21.9129575
390757129;Антички театар; Археолошки локалитет;41.114509;20.7935224
8197273265;Трстенички Манастир; Манастир;41.3463557;21.2745507
5833960776;Манастир Св. Недела; Манастир;41.2178305;20.6941689
2373710718;Цоцев Камен; Археолошки локалитет;42.0836218;21.9862589
9651804827;Девини Кули; Археолошки локалитет;41.5419808;21.2384335
8156957652;Подмочански Манастир; Манастир;41.0371922;21.0746419
1969493580;Манастир Раѓање на Пресвета Богородица; Манастир;41.6265106;21.1940593
8354375151;Северен Пештански Манастир; Манастир;41.2869809;21.6709565
1734593430;Gradiste kaj s.Brazda; Археолошки локалитет;42.0766913;21.398848
8357408906;Дренски Манастир; Манастир;41.3227806;21.7798688
8360908729;Кокренски Манастир; Манастир;41.2923395;21.6346572
5725139643;Bargala; Археолошки локалитет;41.7995125;22.289829
6563945427;Bilazora - Water Reservoir; Археолошки локалитет;41.8497574;21.909884
10093169777;Прилепечки Манастир; Манастир;41.2905119;21.5963532
1910070088;Ѓуришки Манастир; Манастир;41.9032815;21.8375135
1879461479;Кокино; Археолошки локалитет;42.2633818;21.953118
9656080539;Mémorial de Bitola; Музеј;41.0410392;21.3585444
1853704787;Музеј на Дојран; Музеј;41.1871817;22.7221034
11107939919;Голема Пеш; Археолошки локалитет;41.8117124;21.1617392
2578029313;City Museum; Музеј;42.2020133;22.3348959
2193200165;Стоби; Археолошки локалитет;41.5500415;21.9755211
8357407090;Старо Бонче; Археолошки локалитет;41.2064705;21.5884945
7504362964;Крушевички Манастир; Манастир;41.1979307;21.6701298
1634988564;Спомен Костурница; Музеј;41.7232436;21.7892333
1866191465;Спомен куќа на Мајка Тереза; Музеј;41.9939282;21.4307694
3414893085;Слепченски Манастир; Манастир;41.5023985;21.465089
8174320549;Грнчарски Манастир; Манастир;41.0112523;21.0816012
9080921332;Стар Лешочки Манастир; Манастир;42.0705303;21.0272818
10093097387;Тројачки Манастир; Манастир;41.3670287;21.7401982
7647531392;Манастир Свети Ѓорѓи - Кнежино; Манастир;41.5163053;20.9213457
4407095173;Безистен Штип; Музеј;41.7375614;22.1924737
8414792672;Локовски Манастир; Манастир;41.3884726;20.6571438
1947624343;Манастир Добра Вода; Манастир;41.9381449;22.4591283
9241877277;Museum Strumica; Музеј;41.4354106;22.6364291
6987611917;Museum of illusions; Музеј;41.9962134;21.4291373
8357407106;Пелагон; Археолошки локалитет;41.2081898;21.6158057
2361011357;Вардарски Рид; Археолошки локалитет;41.1493831;22.5215329
2083627387;Трескавец; Археолошки локалитет;41.4040148;21.5385808
478699817;Музеј на град Берово; Музеј;41.7077548;22.8566138
5728310898;Roman & Ottoman Bathouse; Археолошки локалитет;41.3829596;22.7533399
10655733688;Музеј; Музеј;41.3429261;21.5591038
8330162406;Леарница; Музеј;41.3722171;21.246667
7553353679;Црквиште; Археолошки локалитет;42.1566153;21.1848235
9689688823;Спомен-дом Блаже Конески; Музеј;41.4493541;21.5583418
4425404340;Музеј Штип; Музеј;41.736621;22.1894327
8418563739;Бешишки Манастир; Манастир;41.1171533;21.8048629
7893026016;Светотодорски Манастир; Манастир;41.2207542;21.3291873
2483423050;Стибера; Археолошки локалитет;41.2441541;21.3974596
1921568104;Манастир Св. Јоаким Осоговски; Манастир;42.2091103;22.3613619
2483423049;Стибера; Археолошки локалитет;41.2442547;21.3984167
2397354864;Тумба Маџари; Археолошки локалитет;42.0017126;21.5048038
4151276489;Полчишки Манастир; Манастир;41.1367304;21.8046449
1932883269;Манастир Св. Никола; Манастир;42.1100617;21.4694062
2222549059;Манастир Св. Архангел Михаил; Манастир;40.9700239;21.6423476
